gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.28,442.26,Yes
Female,0,No,Yes,70,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),55.15,3989.01,No
Female,0,Yes,Yes,37,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,44.11,1719.26,No
Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,89.57,5683.91,No
Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.46,2667.91,Yes
Female,0,Yes,Yes,34,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,66.64,2228.67,No
Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.51,1607.51,Yes
Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.55,1657.85,No
Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.9,4808.76,Yes
Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),79.01,4368.84,No
Female,0,No,No,58,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,92.57,5486.89,No
Male,0,No,No,27,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),49.08,1355.37,No
Female,1,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,90.31,4901.91,No
Female,0,No,Yes,19,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.92,1111.89,No
Female,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),87.4,1984.55,No
Female,1,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.05,1478.76,No
Female,0,No,No,66,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,60.22,4025.19,No
Female,0,No,No,51,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),63.94,3263.74,No
Female,0,No,No,28,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.74,2076.98,Yes
Male,1,Yes,Yes,57,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.08,3381.62,No
Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),70.69,4040.14,No
Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),95.75,1437.95,No
Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.82,538.74,No
Male,1,No,No,47,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.95,3382.89,No
Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.58,1501.94,No
Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,86.84,1056.22,Yes
Female,1,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,93.6,4017.46,Yes
Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),92.83,2561.32,No
Female,0,Yes,Yes,49,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,67.59,3287.62,No
Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),68.13,234.63,No
Male,0,No,Yes,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.41,5900.14,Yes
Male,1,Yes,Yes,60,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.53,3963.14,Yes
Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.98,1917.41,No
Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),101.45,2667.51,No
Male,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,89.77,6409.13,No
Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,1214.41,No
Female,1,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.04,1497.75,No
Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,708.47,No
Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.08,813.79,No
Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.58,1961.02,Yes
Female,1,Yes,No,17,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.67,1101.79,No
Female,0,Yes,No,20,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),63.72,1274.97,No
Male,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.75,473.68,Yes
Male,0,No,No,49,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),62.4,2985.45,No
Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.66,940.88,No
Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.14,1120.47,Yes
Female,0,No,No,28,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.8,2537.79,No
Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,90.87,2619.08,No
Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,93.88,6794.24,No
Female,0,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),57.1,676.27,Yes
Female,1,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.31,953.63,No
Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,63.13,2948.2,No
Female,1,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.57,1623.96,Yes
Male,0,No,Yes,50,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.15,2965.29,No
Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.01,1190.18,No
Female,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,86.19,1932.58,No
Male,0,No,No,45,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,88.15,3951.17,Yes
Female,0,No,No,61,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,68.18,4129.09,No
Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,68.99,1391.94,No
Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,74.44,5264.84,No
Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.3,3792.89,No
Female,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.09,1021.5,Yes
Male,0,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.8,481.94,No
Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),81.18,2554.4,No
Male,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,94.33,5575.0,No
Male,0,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.59,123.55,No
Female,0,No,No,16,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.53,1025.9,No
Female,0,No,Yes,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,56.28,669.11,Yes
Female,0,No,No,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),63.83,2193.6,No
Female,0,No,No,42,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.44,2828.22,No
Female,0,No,No,10,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,79.29,844.55,Yes
Male,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),58.27,454.61,Yes
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,66.73,1658.4,No
Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.33,269.97,Yes
Male,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),79.88,4704.82,No
Male,1,No,No,3,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.92,257.12,Yes
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.8,908.8,No
Male,0,Yes,No,2,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),74.89,109.11,No
Female,0,Yes,No,17,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),64.42,1118.01,No
Male,0,No,No,36,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,89.34,3222.59,No
Male,1,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.39,18.0,Yes
Female,1,Yes,No,34,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,53.45,1842.55,No
Male,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,434.71,No
Male,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.54,2557.81,No
Male,1,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.65,6408.93,No
Male,1,Yes,No,22,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),68.54,1394.44,No
Male,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.52,2094.52,No
Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),73.57,958.99,No
Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.3,1803.93,No
Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,89.58,3926.82,No
Male,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,93.88,6017.58,No
Female,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),70.2,4328.7,Yes
Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.45,4240.23,No
Female,0,No,No,71,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.05,4745.1,No
Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.7,4193.22,No
Female,1,Yes,No,12,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.79,867.49,No
Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.96,1152.61,Yes
Female,0,No,Yes,17,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.43,799.74,No
Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,66.17,2338.48,Yes
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.19,669.7,No
Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.32,2898.41,No
Female,0,No,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,3036.17,No
Male,0,No,Yes,59,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),87.71,5220.13,No
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,75.94,518.99,Yes
Female,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),52.63,1577.97,No
Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.4,336.0,Yes
Male,1,Yes,No,15,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,81.92,1112.17,Yes
Male,1,Yes,No,35,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.55,2080.09,Yes
Female,0,No,No,55,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,65.6,3579.62,No
Female,0,No,No,66,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),62.97,4160.61,No
Female,1,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.33,5363.42,No
Male,0,Yes,No,24,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),61.56,1538.23,No
Male,0,No,No,22,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,60.8,1347.59,No
Female,1,No,Yes,44,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.13,2870.51,Yes
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.01,969.2,No
Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.8,1554.87,No
Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.13,340.56,No
Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.33,1723.34,Yes
Female,0,No,No,32,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),65.32,2128.59,No
Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,90.99,169.82,Yes
Female,0,No,No,59,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,55.78,3236.99,No
Male,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,202.82,No
Female,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),64.82,3380.75,No
Female,1,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,62.4,780.11,No
Male,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),52.78,489.76,No
Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.19,1174.27,No
Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.02,1841.39,No
Male,0,No,No,53,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),57.48,3022.57,No
Female,0,No,Yes,28,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),61.15,1632.42,No
Male,1,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.4,340.84,No
Female,1,No,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,92.43,2399.44,No
Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,97.69,797.62,No
Female,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.18,4008.03,Yes
Female,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,75.24,3355.78,Yes
Female,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,71.53,5008.5,No
Female,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,84.87,2948.4,No
Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.42,1209.32,No
Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,78.19,1646.76,No
Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.65,798.59,Yes
Female,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,762.29,No
Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,101.64,5722.09,Yes
Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.58,877.75,Yes
Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),89.68,2048.86,Yes
Male,0,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,78.06,3759.54,No
Female,0,Yes,Yes,52,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.33,2968.92,No
Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,70.13,1061.63,No
Female,0,Yes,No,55,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.05,3662.08,Yes
Male,0,Yes,No,43,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,62.53,2766.97,No
Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.96,1181.96,No
Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,143.15,No
Female,0,No,No,33,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.95,2035.07,No
Female,0,Yes,No,62,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.56,6234.49,No
Male,0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),58.24,3177.21,No
Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,84.84,3316.43,No
Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,91.57,1147.36,No
Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,514.19,No
